image_path,emotion
4639.jpg,uncertain
464.jpg,uncertain
4640.jpg,uncertain
4641.jpg,neutral
4642.jpg,anger
4643.jpg,neutral
4644.jpg,uncertain
4645.jpg,uncertain
4646.jpg,happy
4647.jpg,anger
4648.jpg,uncertain
4649.jpg,happy
465.jpg,sad
4650.jpg,uncertain
4651.jpg,sad
4652.jpg,surprise
4653.jpg,surprise
4654.jpg,happy
4655.jpg,anger
4656.jpg,anger
4657.jpg,surprise
4658.jpg,neutral
4659.jpg,anger
466.jpg,neutral
4660.jpg,neutral
4661.jpg,surprise
4662.jpg,anger
4663.jpg,surprise
4664.jpg,neutral
4665.jpg,neutral
4666.jpg,neutral
4667.jpg,neutral
4668.jpg,surprise
4669.jpg,happy
467.jpg,anger
4670.jpg,happy
4671.jpg,anger
4672.jpg,neutral
4673.jpg,happy
4674.jpg,neutral
4675.jpg,disgust
4676.jpg,fear
4677.jpg,happy
4678.jpg,surprise
4679.jpg,fear
468.jpg,happy
4680.jpg,surprise
4681.jpg,surprise
4682.jpg,neutral
4683.jpg,neutral
4684.jpg,sad
4685.jpg,neutral
4686.jpg,surprise
4687.jpg,uncertain
4688.jpg,neutral
4689.jpg,surprise
469.jpg,sad
4690.jpg,fear
4691.jpg,neutral
4692.jpg,anger
4693.jpg,happy
4694.jpg,fear
4695.jpg,anger
4696.jpg,happy
4697.jpg,surprise
4698.jpg,sad
4699.jpg,happy
47.jpg,neutral
470.jpg,surprise
4700.jpg,neutral
4701.jpg,surprise
4702.jpg,happy
4703.jpg,anger
4704.jpg,sad
4705.jpg,sad
4706.jpg,disgust
4707.jpg,happy
4708.jpg,anger
4709.jpg,happy
471.jpg,contempt
4710.jpg,neutral
4711.jpg,neutral
4712.jpg,sad
4713.jpg,happy
4714.jpg,anger
4715.jpg,surprise
4716.jpg,anger
4717.jpg,sad
4718.jpg,neutral
4719.jpg,surprise
472.jpg,anger
4720.jpg,neutral
4721.jpg,sad
4722.jpg,neutral
4723.jpg,anger
4724.jpg,happy
4725.jpg,surprise
4726.jpg,surprise
4727.jpg,neutral
4728.jpg,anger
4729.jpg,happy
473.jpg,fear
4730.jpg,sad
4731.jpg,anger
4732.jpg,neutral
4733.jpg,happy
4734.jpg,anger
4735.jpg,happy
4736.jpg,anger
4737.jpg,sad
4738.jpg,fear
4739.jpg,neutral
474.jpg,surprise
4740.jpg,sad
4741.jpg,neutral
4742.jpg,happy
4743.jpg,happy
4744.jpg,sad
4745.jpg,anger
4746.jpg,anger
4747.jpg,neutral
4748.jpg,fear
4749.jpg,anger
475.jpg,contempt
4750.jpg,surprise
4751.jpg,neutral
4752.jpg,uncertain
4753.jpg,sad
4754.jpg,uncertain
4755.jpg,happy
4756.jpg,anger
4757.jpg,sad
4758.jpg,happy
4759.jpg,anger
476.jpg,anger
4760.jpg,neutral
4761.jpg,neutral
4762.jpg,happy
4763.jpg,anger
4764.jpg,fear
4765.jpg,sad
4766.jpg,neutral
4767.jpg,sad
4768.jpg,surprise
4769.jpg,fear
477.jpg,sad
4770.jpg,sad
4771.jpg,neutral
4772.jpg,surprise
4773.jpg,neutral
4774.jpg,sad
4775.jpg,anger
4776.jpg,anger
4777.jpg,uncertain
4778.jpg,happy
4779.jpg,anger
478.jpg,happy
4780.jpg,sad
4781.jpg,happy
4782.jpg,fear
4783.jpg,uncertain
4784.jpg,neutral
4785.jpg,sad
4786.jpg,happy
4787.jpg,sad
4788.jpg,sad
4789.jpg,contempt
479.jpg,anger
4790.jpg,anger
4791.jpg,anger
4792.jpg,surprise
4793.jpg,surprise
4794.jpg,surprise
4795.jpg,fear
4796.jpg,uncertain
4797.jpg,uncertain
4798.jpg,neutral
4799.jpg,happy
48.jpg,surprise
480.jpg,surprise
4800.jpg,neutral
4801.jpg,anger
4802.jpg,neutral
4803.jpg,neutral
4804.jpg,sad
4805.jpg,happy
4806.jpg,fear
4807.jpg,anger
4808.jpg,sad
4809.jpg,contempt
481.jpg,surprise
4810.jpg,neutral
4811.jpg,sad
4812.jpg,surprise
4813.jpg,happy
4814.jpg,fear
4815.jpg,neutral
4816.jpg,sad
4817.jpg,happy
4818.jpg,surprise
4819.jpg,neutral
482.jpg,fear
4820.jpg,uncertain
4821.jpg,anger
4822.jpg,neutral
4823.jpg,anger
4824.jpg,sad
4825.jpg,anger
4826.jpg,anger
4827.jpg,sad
4828.jpg,fear
4829.jpg,surprise
483.jpg,sad
4830.jpg,fear
4831.jpg,fear
4832.jpg,neutral
4833.jpg,sad
4834.jpg,surprise
4835.jpg,sad
4836.jpg,anger
4837.jpg,happy
4838.jpg,neutral
4839.jpg,anger
484.jpg,sad
4840.jpg,neutral
4841.jpg,neutral
4842.jpg,sad
4843.jpg,surprise
4844.jpg,fear
4845.jpg,uncertain
4846.jpg,happy
4847.jpg,sad
4848.jpg,uncertain
4849.jpg,anger
485.jpg,uncertain
4850.jpg,neutral
4851.jpg,happy
4852.jpg,anger
4853.jpg,sad
4854.jpg,sad
4855.jpg,surprise
4856.jpg,neutral
4857.jpg,sad
4858.jpg,anger
4859.jpg,anger
486.jpg,anger
4860.jpg,sad
4861.jpg,anger
4862.jpg,contempt
4863.jpg,sad
4864.jpg,happy
4865.jpg,fear
4866.jpg,surprise
4867.jpg,happy
4868.jpg,anger
4869.jpg,anger
487.jpg,surprise
4870.jpg,happy
4871.jpg,neutral
4872.jpg,fear
4873.jpg,neutral
4874.jpg,neutral
4875.jpg,neutral
4876.jpg,neutral
4877.jpg,sad
4878.jpg,happy
4879.jpg,uncertain
488.jpg,sad
4880.jpg,neutral
4881.jpg,anger
4882.jpg,happy
4883.jpg,anger
4884.jpg,anger
4885.jpg,anger
4886.jpg,neutral
4887.jpg,anger
4888.jpg,anger
4889.jpg,surprise
489.jpg,anger
4890.jpg,anger
4891.jpg,neutral
4892.jpg,anger
4893.jpg,happy
4894.jpg,neutral
4895.jpg,neutral
4896.jpg,sad
4897.jpg,happy
4898.jpg,neutral
4899.jpg,neutral
49.jpg,uncertain
490.jpg,sad
4900.jpg,anger
4901.jpg,neutral
4902.jpg,neutral
4903.jpg,sad
4904.jpg,happy
4905.jpg,anger
4906.jpg,neutral
4907.jpg,anger
4908.jpg,happy
4909.jpg,sad
491.jpg,surprise
4910.jpg,surprise
4911.jpg,neutral
4912.jpg,fear
4913.jpg,anger
4914.jpg,anger
4915.jpg,anger
4916.jpg,sad
4917.jpg,surprise
4918.jpg,happy
4919.jpg,anger
492.jpg,neutral
4920.jpg,anger
4921.jpg,neutral
4922.jpg,surprise
4923.jpg,sad
4924.jpg,uncertain
4925.jpg,anger
4926.jpg,anger
4927.jpg,happy
4928.jpg,anger
4929.jpg,fear
493.jpg,neutral
4930.jpg,uncertain
4931.jpg,anger
4932.jpg,sad
4933.jpg,surprise
4934.jpg,neutral
4935.jpg,surprise
4936.jpg,neutral
4937.jpg,sad
4938.jpg,anger
4939.jpg,happy
494.jpg,anger
4940.jpg,neutral
4941.jpg,neutral
4942.jpg,neutral
4943.jpg,disgust
4944.jpg,surprise
4945.jpg,fear
4946.jpg,happy
4947.jpg,happy
4948.jpg,anger
4949.jpg,fear
495.jpg,happy
4950.jpg,uncertain
4951.jpg,sad
4952.jpg,surprise
4953.jpg,surprise
4954.jpg,anger
4955.jpg,uncertain
4956.jpg,happy
4957.jpg,sad
4958.jpg,neutral
4959.jpg,happy
496.jpg,anger
4960.jpg,fear
4961.jpg,contempt
4962.jpg,surprise
4963.jpg,happy
4964.jpg,neutral
4965.jpg,sad
4966.jpg,neutral
4967.jpg,surprise
4968.jpg,sad
4969.jpg,happy
497.jpg,anger
4970.jpg,uncertain
4971.jpg,happy
4972.jpg,uncertain
4973.jpg,sad
4974.jpg,happy
4975.jpg,happy
4976.jpg,surprise
4977.jpg,happy
4978.jpg,surprise
4979.jpg,uncertain
498.jpg,fear
4980.jpg,anger
4981.jpg,anger
4982.jpg,happy
4983.jpg,happy
4984.jpg,uncertain
4985.jpg,anger
4986.jpg,happy
4987.jpg,uncertain
4988.jpg,happy
4989.jpg,anger
499.jpg,sad
4990.jpg,neutral
4991.jpg,anger
4992.jpg,neutral
4993.jpg,uncertain
4994.jpg,sad
4995.jpg,surprise
4996.jpg,anger
4997.jpg,neutral
4998.jpg,surprise
4999.jpg,happy
5.jpg,anger
50.jpg,uncertain
500.jpg,surprise
501.jpg,neutral
502.jpg,anger
503.jpg,neutral
504.jpg,fear
505.jpg,contempt
506.jpg,fear
507.jpg,neutral
508.jpg,fear
509.jpg,surprise
51.jpg,happy
510.jpg,surprise
511.jpg,neutral
512.jpg,happy
513.jpg,neutral
514.jpg,anger
515.jpg,disgust
516.jpg,surprise
517.jpg,uncertain
518.jpg,anger
519.jpg,surprise
52.jpg,neutral
520.jpg,surprise
521.jpg,neutral
522.jpg,contempt
523.jpg,neutral
524.jpg,happy
525.jpg,surprise
526.jpg,sad
527.jpg,fear
528.jpg,fear
529.jpg,surprise
53.jpg,neutral
530.jpg,surprise
531.jpg,disgust
532.jpg,sad
533.jpg,sad
534.jpg,sad
535.jpg,uncertain
536.jpg,anger
537.jpg,sad
538.jpg,anger
539.jpg,neutral
54.jpg,happy
540.jpg,surprise
541.jpg,uncertain
542.jpg,fear
543.jpg,fear
544.jpg,anger
545.jpg,neutral
546.jpg,sad
547.jpg,surprise
548.jpg,anger
549.jpg,anger
55.jpg,contempt
550.jpg,neutral
551.jpg,happy
552.jpg,anger
553.jpg,anger
554.jpg,neutral
555.jpg,neutral
556.jpg,anger
557.jpg,anger
558.jpg,surprise
559.jpg,sad
56.jpg,anger
560.jpg,neutral
561.jpg,sad
562.jpg,sad
563.jpg,happy
564.jpg,anger
565.jpg,neutral
566.jpg,neutral
567.jpg,anger
568.jpg,neutral
569.jpg,surprise
57.jpg,sad
570.jpg,neutral
571.jpg,sad
572.jpg,fear
573.jpg,uncertain
574.jpg,anger
575.jpg,anger
576.jpg,happy
577.jpg,surprise
578.jpg,neutral
579.jpg,anger
58.jpg,happy
580.jpg,anger
581.jpg,happy
582.jpg,happy
583.jpg,surprise
584.jpg,surprise
585.jpg,surprise
586.jpg,neutral
587.jpg,happy
588.jpg,anger
589.jpg,sad
59.jpg,anger
590.jpg,sad
591.jpg,anger
592.jpg,uncertain
593.jpg,contempt
594.jpg,happy
595.jpg,happy
596.jpg,uncertain
597.jpg,happy
598.jpg,surprise
599.jpg,happy
6.jpg,happy
60.jpg,happy
600.jpg,contempt
601.jpg,fear
602.jpg,sad
603.jpg,anger
604.jpg,surprise
605.jpg,sad
606.jpg,happy
607.jpg,neutral
608.jpg,fear
609.jpg,uncertain
61.jpg,sad
610.jpg,anger
611.jpg,uncertain
612.jpg,neutral
613.jpg,anger
614.jpg,surprise
615.jpg,anger
616.jpg,anger
617.jpg,neutral
618.jpg,anger
619.jpg,disgust
62.jpg,surprise
620.jpg,anger
621.jpg,neutral
622.jpg,uncertain
623.jpg,sad
624.jpg,fear
625.jpg,anger
626.jpg,anger
627.jpg,happy
628.jpg,surprise
629.jpg,anger
63.jpg,happy
630.jpg,happy
631.jpg,anger
632.jpg,neutral
633.jpg,sad
634.jpg,happy
635.jpg,happy
636.jpg,anger
637.jpg,surprise
638.jpg,sad
639.jpg,sad
64.jpg,anger
640.jpg,surprise
641.jpg,anger
642.jpg,neutral
643.jpg,happy
644.jpg,sad
645.jpg,sad
646.jpg,neutral
647.jpg,surprise
648.jpg,anger
649.jpg,surprise
65.jpg,happy
650.jpg,anger
651.jpg,anger
652.jpg,uncertain
653.jpg,anger
654.jpg,sad
655.jpg,neutral
656.jpg,fear
657.jpg,fear
658.jpg,uncertain
659.jpg,uncertain
66.jpg,neutral
660.jpg,anger
661.jpg,neutral
662.jpg,neutral
663.jpg,neutral
664.jpg,happy
665.jpg,neutral
666.jpg,uncertain
667.jpg,neutral
668.jpg,neutral
669.jpg,surprise
67.jpg,happy
670.jpg,neutral
671.jpg,neutral
672.jpg,neutral
673.jpg,neutral
674.jpg,uncertain
675.jpg,anger
676.jpg,neutral
677.jpg,anger
678.jpg,surprise
679.jpg,sad
68.jpg,sad
680.jpg,surprise
681.jpg,anger
682.jpg,anger
683.jpg,neutral
684.jpg,uncertain
685.jpg,surprise
686.jpg,happy
687.jpg,surprise
688.jpg,surprise
689.jpg,sad
69.jpg,anger
690.jpg,surprise
691.jpg,happy
692.jpg,disgust
693.jpg,surprise
694.jpg,contempt
695.jpg,neutral
696.jpg,anger
697.jpg,uncertain
698.jpg,happy
699.jpg,happy
7.jpg,neutral
70.jpg,anger
700.jpg,sad
701.jpg,fear
702.jpg,anger
703.jpg,neutral
704.jpg,anger
705.jpg,sad
706.jpg,happy
707.jpg,sad
708.jpg,fear
709.jpg,disgust
71.jpg,neutral
710.jpg,surprise
711.jpg,fear
712.jpg,anger
713.jpg,uncertain
714.jpg,neutral
715.jpg,happy
716.jpg,fear
717.jpg,uncertain
718.jpg,anger
719.jpg,anger
72.jpg,surprise
720.jpg,fear
721.jpg,anger
722.jpg,fear
723.jpg,surprise
724.jpg,neutral
725.jpg,surprise
726.jpg,surprise
727.jpg,uncertain
728.jpg,neutral
729.jpg,sad
73.jpg,neutral
730.jpg,fear
731.jpg,sad
732.jpg,fear
733.jpg,sad
734.jpg,happy
735.jpg,happy
736.jpg,anger
737.jpg,uncertain
738.jpg,neutral
739.jpg,neutral
74.jpg,neutral
740.jpg,neutral
741.jpg,happy
742.jpg,sad
743.jpg,fear
744.jpg,sad
745.jpg,neutral
746.jpg,happy
747.jpg,neutral
748.jpg,anger
749.jpg,happy
75.jpg,happy
750.jpg,happy
751.jpg,anger
752.jpg,uncertain
753.jpg,anger
754.jpg,surprise
755.jpg,anger
756.jpg,neutral
757.jpg,neutral
758.jpg,sad
759.jpg,sad
76.jpg,fear
760.jpg,neutral
761.jpg,anger
762.jpg,fear
763.jpg,sad
764.jpg,surprise
765.jpg,happy
766.jpg,fear
767.jpg,anger
768.jpg,happy
769.jpg,disgust
77.jpg,neutral
770.jpg,neutral
771.jpg,anger
772.jpg,happy
773.jpg,anger
774.jpg,surprise
775.jpg,disgust
776.jpg,anger
777.jpg,anger
778.jpg,fear
779.jpg,surprise
78.jpg,neutral
780.jpg,fear
781.jpg,happy
782.jpg,surprise
783.jpg,neutral
784.jpg,uncertain
785.jpg,anger
786.jpg,surprise
787.jpg,happy
788.jpg,sad
789.jpg,fear
79.jpg,anger
790.jpg,sad
791.jpg,sad
792.jpg,uncertain
793.jpg,anger
794.jpg,surprise
795.jpg,happy
796.jpg,anger
797.jpg,surprise
798.jpg,anger
799.jpg,anger
8.jpg,happy
80.jpg,sad
800.jpg,happy
801.jpg,contempt
802.jpg,happy
803.jpg,sad
804.jpg,happy
805.jpg,surprise
806.jpg,surprise
807.jpg,surprise
808.jpg,neutral
809.jpg,surprise
81.jpg,sad
810.jpg,neutral
811.jpg,surprise
812.jpg,happy
813.jpg,surprise
814.jpg,surprise
815.jpg,anger
816.jpg,sad
817.jpg,happy
818.jpg,uncertain
819.jpg,happy
82.jpg,uncertain
820.jpg,neutral
821.jpg,anger
822.jpg,fear
823.jpg,uncertain
824.jpg,uncertain
825.jpg,happy
826.jpg,happy
827.jpg,anger
828.jpg,surprise
829.jpg,anger
83.jpg,anger
830.jpg,surprise
831.jpg,contempt
832.jpg,anger
833.jpg,neutral
834.jpg,sad
835.jpg,happy
836.jpg,neutral
837.jpg,happy
838.jpg,neutral
839.jpg,neutral
84.jpg,neutral
840.jpg,neutral
841.jpg,surprise
842.jpg,fear
843.jpg,neutral
844.jpg,anger
845.jpg,uncertain
846.jpg,neutral
847.jpg,anger
848.jpg,anger
849.jpg,contempt
85.jpg,anger
850.jpg,fear
851.jpg,fear
852.jpg,anger
853.jpg,uncertain
854.jpg,anger
855.jpg,anger
856.jpg,surprise
857.jpg,neutral
858.jpg,fear
859.jpg,neutral
86.jpg,surprise
860.jpg,sad
861.jpg,sad
862.jpg,happy
863.jpg,disgust
864.jpg,happy
865.jpg,uncertain
866.jpg,anger
867.jpg,neutral
868.jpg,uncertain
869.jpg,anger
87.jpg,surprise
870.jpg,happy
871.jpg,anger
872.jpg,sad
873.jpg,neutral
874.jpg,surprise
875.jpg,fear
876.jpg,sad
877.jpg,happy
878.jpg,surprise
879.jpg,neutral
88.jpg,neutral
880.jpg,surprise
881.jpg,anger
882.jpg,neutral
883.jpg,neutral
884.jpg,anger
885.jpg,fear
886.jpg,fear
887.jpg,neutral
888.jpg,anger
889.jpg,anger
89.jpg,surprise
890.jpg,sad
891.jpg,anger
892.jpg,anger
893.jpg,sad
894.jpg,uncertain
895.jpg,sad
896.jpg,happy
897.jpg,neutral
898.jpg,neutral
899.jpg,anger
9.jpg,happy
90.jpg,contempt
900.jpg,surprise
901.jpg,happy
902.jpg,anger
903.jpg,anger
904.jpg,happy
905.jpg,happy
906.jpg,happy
907.jpg,surprise
908.jpg,sad
909.jpg,contempt
91.jpg,neutral
910.jpg,anger
911.jpg,sad
912.jpg,happy
913.jpg,sad
914.jpg,fear
915.jpg,neutral
916.jpg,sad
917.jpg,surprise
918.jpg,happy
919.jpg,happy
92.jpg,neutral
920.jpg,sad
921.jpg,sad
922.jpg,anger
923.jpg,contempt
924.jpg,anger
925.jpg,fear
926.jpg,neutral
927.jpg,surprise
928.jpg,happy
929.jpg,fear
93.jpg,neutral
930.jpg,uncertain
931.jpg,neutral
932.jpg,anger
933.jpg,neutral
934.jpg,happy
935.jpg,anger
936.jpg,fear
937.jpg,sad
938.jpg,anger
939.jpg,sad
94.jpg,neutral
940.jpg,neutral
941.jpg,happy
942.jpg,uncertain
943.jpg,sad
944.jpg,fear
945.jpg,surprise
946.jpg,surprise
947.jpg,happy
948.jpg,surprise
949.jpg,happy
95.jpg,neutral
950.jpg,anger
951.jpg,uncertain
952.jpg,happy
953.jpg,surprise
954.jpg,anger
955.jpg,sad
956.jpg,neutral
957.jpg,neutral
958.jpg,anger
959.jpg,neutral
96.jpg,neutral
960.jpg,neutral
961.jpg,anger
962.jpg,anger
963.jpg,neutral
964.jpg,anger
965.jpg,uncertain
966.jpg,anger
967.jpg,fear
968.jpg,neutral
969.jpg,neutral
97.jpg,anger
970.jpg,fear
971.jpg,surprise
972.jpg,anger
973.jpg,sad
974.jpg,happy
975.jpg,neutral
976.jpg,sad
977.jpg,happy
978.jpg,sad
979.jpg,sad
98.jpg,surprise
980.jpg,neutral
981.jpg,neutral
982.jpg,uncertain
983.jpg,surprise
984.jpg,sad
985.jpg,surprise
986.jpg,sad
987.jpg,surprise
988.jpg,anger
989.jpg,anger
99.jpg,surprise
990.jpg,neutral
991.jpg,uncertain
992.jpg,fear
993.jpg,happy
994.jpg,surprise
995.jpg,happy
996.jpg,happy
997.jpg,anger
998.jpg,neutral
999.jpg,sad
